Date,Month,Channel,Owner,TruckName,Pack Size,DutyCycle,SKU,TotalMileage,Software,Distribution,IUPR,Cost of Sales,Price,Ppk
1/7/2012,12-Jul,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,1200,97840,75.58,0.7558,248.57,81.53,0.8153
1/7/2012,12-Jul,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,2279,169900,95.44,0.9544,431.65,74.55,0.7455
1/7/2012,12-Jul,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1310,152160,97.67,0.9767,386.58,116.15,1.1615
1/7/2012,12-Jul,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,370,44551,38.98,0.3898,113.18,120.41,1.2041
1/7/2012,12-Jul,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,2953,347113,97.36,0.9736,881.87,117.55,1.1755
1/7/2012,12-Jul,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,4436,468597,99.71,0.9971,1190.52,105.64,1.0564
1/7/2012,12-Jul,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,5094,494312,97.54,0.9754,1255.85,97.04,0.9704
1/7/2012,12-Jul,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,649,65927,30.08,0.3008,167.5,101.58,1.0158
1/7/2012,12-Jul,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,434,27334,67.37,0.6737,69.44,62.98,0.6298
1/7/2012,12-Jul,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1077,83959,92.39,0.9239,213.31,77.96,0.7796
1/7/2012,12-Jul,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,3073,215267,98.74,0.9874,546.91,70.05,0.7005
1/7/2012,12-Jul,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,4139,268940,93.9,0.939,683.27,64.98,0.6498
1/7/2012,12-Jul,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,417,35679,65.23,0.6523,90.65,85.56,0.8556
1/7/2012,12-Jul,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,703,41428,19.82,0.1982,105.25,58.93,0.5893
1/7/2012,12-Jul,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,514,24212,4.11,0.0411,61.51,47.11,0.4711
1/7/2012,12-Jul,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,3603,247638,21.12,0.2112,629.15,68.73,0.6873
1/7/2012,12-Jul,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,364,34586,9.33,0.0933,87.87,95.02,0.9502
1/7/2012,12-Jul,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,2015,196635,37.95,0.3795,499.57,97.59,0.9759
1/7/2012,12-Jul,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,4990,367280,35.4,0.354,933.11,73.6,0.736
1/7/2012,12-Jul,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,9221,616960,45.61,0.4561,1567.45,66.91,0.6691
1/7/2012,12-Jul,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,491,78172,14.38,0.1438,198.61,159.21,1.5921
1/7/2012,12-Jul,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,815,128165,26.05,0.2605,325.62,157.26,1.5726
1/7/2012,12-Jul,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,293,23636,13.93,0.1393,60.05,80.67,0.8067
1/7/2012,12-Jul,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,376,21185,5.7,0.057,53.83,56.34,0.5634
1/7/2012,12-Jul,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,310,31607,13.58,0.1358,80.3,101.96,1.0196
1/7/2012,12-Jul,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1172,108172,35.09,0.3509,274.82,92.3,0.923
1/7/2012,12-Jul,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,494,32150,12.23,0.1223,81.68,65.08,0.6508
1/7/2012,12-Jul,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2021,120127,27.18,0.2718,305.2,59.44,0.5944
1/7/2012,12-Jul,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,311,50530,11.38,0.1138,128.38,162.48,1.6248
1/7/2012,12-Jul,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,231,24061,5.89,0.0589,61.13,104.16,1.0416
1/7/2012,12-Jul,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1378,131735,27.85,0.2785,334.69,95.6,0.956
1/7/2012,12-Jul,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,308,28127,10.72,0.1072,71.46,91.32,0.9132
1/7/2012,12-Jul,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,1434,137006,23.01,0.2301,348.08,95.54,0.9554
1/7/2012,12-Jul,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,6425,519875,48.98,0.4898,1320.8,80.91,0.8091
1/7/2012,12-Jul,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,33726,2035202,46.18,0.4618,5170.64,60.35,0.6035
1/7/2012,12-Jul,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,779,55937,24.81,0.2481,142.12,71.81,0.7181
1/7/2012,12-Jul,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,3542,267498,43.18,0.4318,679.61,75.52,0.7552
1/7/2012,12-Jul,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,461,37048,11.03,0.1103,94.12,80.36,0.8036
1/7/2012,12-Jul,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,874,107461,17.11,0.1711,273.01,122.95,1.2295
1/7/2012,12-Jul,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,209,26538,4.45,0.0445,67.42,126.98,1.2698
1/7/2012,12-Jul,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1715,218334,22.93,0.2293,554.7,127.31,1.2731
1/7/2012,12-Jul,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,4925,551419,46.49,0.4649,1400.93,111.96,1.1196
1/7/2012,12-Jul,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,2906,301954,28.26,0.2826,767.14,103.91,1.0391
1/7/2012,12-Jul,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,149,19033,2.64,0.0264,48.35,127.74,1.2774
1/7/2012,12-Jul,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1183,76976,25.08,0.2508,195.56,65.07,0.6507
1/7/2012,12-Jul,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,17742,1077680,47.5,0.475,2737.96,60.74,0.6074
1/7/2012,12-Jul,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,4583,339267,39.24,0.3924,861.94,74.03,0.7403
1/7/2012,12-Jul,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,1084,81008,21.23,0.2123,205.81,74.73,0.7473
1/7/2012,12-Jul,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,964,60589,10.96,0.1096,153.93,62.85,0.6285
1/8/2012,12-Aug,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,2753,147526,98.2,0.982,374.8,53.59,0.5359
1/8/2012,12-Aug,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,715,32032,15.02,0.1502,81.38,44.8,0.448
1/8/2012,12-Aug,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,373,32646,30.32,0.3032,82.94,87.52,0.8752
1/8/2012,12-Aug,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,352,30732,43.92,0.4392,78.08,87.31,0.8731
1/8/2012,12-Aug,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,1580,150395,99.24,0.9924,382.09,95.19,0.9519
1/8/2012,12-Aug,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,1979,141359,68.69,0.6869,359.14,71.43,0.7143
1/8/2012,12-Aug,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,20721,1284181,99.36,0.9936,3262.6,61.97,0.6197
1/8/2012,12-Aug,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,443,74282,95.49,0.9549,188.72,167.68,1.6768
1/8/2012,12-Aug,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,773,116813,97.48,0.9748,296.78,151.12,1.5112
1/8/2012,12-Aug,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,705,52373,96.07,0.9607,133.06,74.29,0.7429
1/8/2012,12-Aug,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,536,29092,45.44,0.4544,73.91,54.28,0.5428
1/8/2012,12-Aug,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,527,52631,95.43,0.9543,133.72,99.87,0.9987
1/8/2012,12-Aug,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,781,70137,94.87,0.9487,178.19,89.8,0.898
1/8/2012,12-Aug,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,913,55709,72.8,0.728,141.53,61.02,0.6102
1/8/2012,12-Aug,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2819,161078,98.41,0.9841,409.24,57.14,0.5714
1/8/2012,12-Aug,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,203,32229,63.22,0.6322,81.88,158.76,1.5876
1/8/2012,12-Aug,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,175,17762,18.59,0.1859,45.13,101.5,1.015
1/8/2012,12-Aug,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,893,81222,81.81,0.8181,206.35,90.95,0.9095
1/8/2012,12-Aug,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,718,61753,76.79,0.7679,156.89,86.01,0.8601
1/8/2012,12-Aug,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,1879,172804,98.7,0.987,439.03,91.97,0.9197
1/8/2012,12-Aug,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,5162,394982,99.9,0.999,1003.49,76.52,0.7652
1/8/2012,12-Aug,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,17646,1141337,99.95,0.9995,2899.69,64.68,0.6468
1/8/2012,12-Aug,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1541,99739,96.71,0.9671,253.4,64.72,0.6472
1/8/2012,12-Aug,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,942,79199,75.45,0.7545,201.22,84.08,0.8408
1/8/2012,12-Aug,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,2165,159641,95.32,0.9532,405.58,73.74,0.7374
1/8/2012,12-Aug,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1136,132190,98.17,0.9817,335.84,116.36,1.1636
1/8/2012,12-Aug,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,99,11883,27.14,0.2714,30.19,120.03,1.2003
1/8/2012,12-Aug,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,2864,332252,97.16,0.9716,844.12,116.01,1.1601
1/8/2012,12-Aug,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,11270,1096422,99.96,0.9996,2785.57,97.29,0.9729
1/8/2012,12-Aug,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,5411,510621,97.55,0.9755,1297.28,94.37,0.9437
1/8/2012,12-Aug,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,672,68729,33.37,0.3337,174.61,102.28,1.0228
1/8/2012,12-Aug,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,351,22123,55.41,0.5541,56.21,63.03,0.6303
1/8/2012,12-Aug,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1147,87306,86.14,0.8614,221.81,76.12,0.7612
1/8/2012,12-Aug,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,3502,245422,99.86,0.9986,623.52,70.08,0.7008
1/8/2012,12-Aug,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,5737,352992,94.79,0.9479,896.81,61.53,0.6153
1/8/2012,12-Aug,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,488,39853,63.46,0.6346,101.25,81.67,0.8167
1/8/2012,12-Aug,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,921,52324,16.39,0.1639,132.94,56.81,0.5681
1/8/2012,12-Aug,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,589,26384,3.13,0.0313,67.03,44.79,0.4479
1/8/2012,12-Aug,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,35723,2169229,57.47,0.5747,5511.15,60.72,0.6072
1/8/2012,12-Aug,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,273,25640,6.7,0.067,65.14,93.92,0.9392
1/8/2012,12-Aug,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,1739,170984,25.87,0.2587,434.4,98.32,0.9832
1/8/2012,12-Aug,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,4748,360557,24.98,0.2498,916.03,75.94,0.7594
1/8/2012,12-Aug,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,14830,950486,31.89,0.3189,2414.81,64.09,0.6409
1/8/2012,12-Aug,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,319,54821,12.03,0.1203,139.28,171.85,1.7185
1/8/2012,12-Aug,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,917,144619,23.02,0.2302,367.42,157.71,1.5771
1/8/2012,12-Aug,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,353,28318,11.24,0.1124,71.95,80.22,0.8022
1/8/2012,12-Aug,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,494,28130,5.74,0.0574,71.47,56.94,0.5694
1/8/2012,12-Aug,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,281,27832,10.84,0.1084,70.71,99.05,0.9905
1/8/2012,12-Aug,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1207,110005,24.95,0.2495,279.48,91.14,0.9114
1/8/2012,12-Aug,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,467,30280,10.83,0.1083,76.93,64.84,0.6484
1/8/2012,12-Aug,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2021,120127,20.27,0.2027,305.2,59.44,0.5944
1/8/2012,12-Aug,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,471,74576,12.48,0.1248,189.47,158.34,1.5834
1/8/2012,12-Aug,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,192,19893,5.33,0.0533,50.54,103.61,1.0361
1/8/2012,12-Aug,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1407,133148,21.54,0.2154,338.28,94.63,0.9463
1/8/2012,12-Aug,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,311,27550,7.86,0.0786,70,88.59,0.8859
1/8/2012,12-Aug,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,1480,142924,18.77,0.1877,363.11,96.57,0.9657
1/8/2012,12-Aug,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,7658,613423,34.98,0.3498,1558.46,80.1,0.801
1/8/2012,12-Aug,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,11448,752502,30.04,0.3004,1911.81,65.73,0.6573
1/8/2012,12-Aug,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,870,61748,18.37,0.1837,156.88,70.97,0.7097
1/8/2012,12-Aug,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,3313,253924,26.49,0.2649,645.12,76.64,0.7664
1/8/2012,12-Aug,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,332,27818,7.89,0.0789,70.67,83.79,0.8379
1/8/2012,12-Aug,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,941,115160,14.89,0.1489,292.58,122.38,1.2238
1/8/2012,12-Aug,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,94,12069,2.28,0.0228,30.66,128.39,1.2839
1/8/2012,12-Aug,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1628,202582,17.26,0.1726,514.68,124.44,1.2444
1/8/2012,12-Aug,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,9459,960724,32.94,0.3294,2440.82,101.57,1.0157
1/8/2012,12-Aug,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,2768,285903,20.73,0.2073,726.37,103.29,1.0329
1/8/2012,12-Aug,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,186,24120,2.69,0.0269,61.28,129.68,1.2968
1/8/2012,12-Aug,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1045,67211,16.5,0.165,170.76,64.32,0.6432
1/8/2012,12-Aug,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,28787,1727512,68.77,0.6877,4388.92,60.01,0.6001
1/8/2012,12-Aug,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,4813,357335,28.44,0.2844,907.85,74.24,0.7424
1/8/2012,12-Aug,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,1828,120605,17.85,0.1785,306.41,65.98,0.6598
1/8/2012,12-Aug,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,298,21544,5.83,0.0583,54.73,72.3,0.723
1/9/2012,12-Sep,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1579,89416,95.92,0.9592,227.17,56.63,0.5663
1/9/2012,12-Sep,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,1062,43790,17.86,0.1786,111.25,41.23,0.4123
1/9/2012,12-Sep,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,358,30299,28.75,0.2875,76.98,84.63,0.8463
1/9/2012,12-Sep,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,322,27751,42.19,0.4219,70.51,86.18,0.8618
1/9/2012,12-Sep,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,2108,196340,98.93,0.9893,498.82,93.14,0.9314
1/9/2012,12-Sep,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,2488,180821,84.07,0.8407,459.4,72.68,0.7268
1/9/2012,12-Sep,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,33902,2034293,99.37,0.9937,5168.33,60.01,0.6001
1/9/2012,12-Sep,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,507,86072,93.09,0.9309,218.68,169.77,1.6977
1/9/2012,12-Sep,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,956,142038,96.09,0.9609,360.86,148.58,1.4858
1/9/2012,12-Sep,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,565,43508,91.45,0.9145,110.54,77.01,0.7701
1/9/2012,12-Sep,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,549,29822,43.01,0.4301,75.77,54.32,0.5432
1/9/2012,12-Sep,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,486,48550,94.89,0.9489,123.35,99.9,0.999
1/9/2012,12-Sep,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,899,81098,97.76,0.9776,206.04,90.21,0.9021
1/9/2012,12-Sep,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,973,59242,73.71,0.7371,150.51,60.89,0.6089
1/9/2012,12-Sep,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2806,159441,99.28,0.9928,405.08,56.82,0.5682
1/9/2012,12-Sep,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,336,54316,64.85,0.6485,137.99,161.65,1.6165
1/9/2012,12-Sep,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,220,22742,21.11,0.2111,57.78,103.37,1.0337
1/9/2012,12-Sep,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1510,121338,83.86,0.8386,308.27,80.36,0.8036
1/9/2012,12-Sep,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,891,76771,79.67,0.7967,195.05,86.16,0.8616
1/9/2012,12-Sep,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,2060,191540,98.77,0.9877,486.63,92.98,0.9298
1/9/2012,12-Sep,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,5434,419057,99.57,0.9957,1064.66,77.12,0.7712
1/9/2012,12-Sep,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,14416,936953,99.45,0.9945,2380.43,64.99,0.6499
1/9/2012,12-Sep,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1515,99463,96.8,0.968,252.7,65.65,0.6565
1/9/2012,12-Sep,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,1319,108609,75.13,0.7513,275.93,82.34,0.8234
1/9/2012,12-Sep,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,2336,170563,95.67,0.9567,433.33,73.01,0.7301
1/9/2012,12-Sep,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1306,152403,98.23,0.9823,387.2,116.69,1.1669
1/9/2012,12-Sep,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,17,2114,9.5,0.095,5.37,124.35,1.2435
1/9/2012,12-Sep,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,3361,386237,97.49,0.9749,981.28,114.92,1.1492
1/9/2012,12-Sep,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,5125,525158,99.81,0.9981,1334.22,102.47,1.0247
1/9/2012,12-Sep,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,9643,864968,97.46,0.9746,2197.54,89.7,0.897
1/9/2012,12-Sep,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,728,74754,33.48,0.3348,189.92,102.68,1.0268
1/9/2012,12-Sep,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,326,20515,41.26,0.4126,52.12,62.93,0.6293
1/9/2012,12-Sep,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,963,72857,65.39,0.6539,185.1,75.66,0.7566
1/9/2012,12-Sep,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,3719,260040,99.51,0.9951,660.66,69.92,0.6992
1/9/2012,12-Sep,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,3836,229114,96.03,0.9603,582.09,59.73,0.5973
1/9/2012,12-Sep,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,576,47487,61.35,0.6135,120.65,82.44,0.8244
1/9/2012,12-Sep,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,849,46957,20.09,0.2009,119.3,55.31,0.5531
1/9/2012,12-Sep,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,758,31358,4.56,0.0456,79.67,41.37,0.4137
1/9/2012,12-Sep,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,25705,1598953,45.07,0.4507,4062.31,62.2,0.622
1/9/2012,12-Sep,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,307,28570,8.9,0.089,72.59,93.06,0.9306
1/9/2012,12-Sep,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,1648,162268,29.46,0.2946,412.26,98.46,0.9846
1/9/2012,12-Sep,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,5610,428854,33.67,0.3367,1089.55,76.44,0.7644
1/9/2012,12-Sep,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,29644,1794533,45.03,0.4503,4559.2,60.54,0.6054
1/9/2012,12-Sep,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,353,52021,13.44,0.1344,132.17,147.37,1.4737
1/9/2012,12-Sep,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,1030,157486,27.66,0.2766,400.11,152.9,1.529
1/9/2012,12-Sep,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,338,27364,13.72,0.1372,69.52,80.96,0.8096
1/9/2012,12-Sep,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,406,23034,5.92,0.0592,58.52,56.73,0.5673
1/9/2012,12-Sep,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,270,25309,12.83,0.1283,64.3,93.74,0.9374
1/9/2012,12-Sep,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1225,112123,30.56,0.3056,284.86,91.53,0.9153
1/9/2012,12-Sep,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,514,33248,14.01,0.1401,84.47,64.68,0.6468
1/9/2012,12-Sep,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2053,120604,26.47,0.2647,306.41,58.75,0.5875
1/9/2012,12-Sep,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,650,104147,18.93,0.1893,264.59,160.23,1.6023
1/9/2012,12-Sep,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,191,19521,6.7,0.067,49.6,102.2,1.022
1/9/2012,12-Sep,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1550,145859,25.77,0.2577,370.57,94.1,0.941
1/9/2012,12-Sep,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,309,28160,9.24,0.0924,71.54,91.13,0.9113
1/9/2012,12-Sep,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,1359,129446,22.49,0.2249,328.87,95.25,0.9525
1/9/2012,12-Sep,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,7582,607520,46,0.46,1543.46,80.13,0.8013
1/9/2012,12-Sep,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,11371,742963,37.91,0.3791,1887.58,65.34,0.6534
1/9/2012,12-Sep,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,884,62082,21.05,0.2105,157.73,70.23,0.7023
1/9/2012,12-Sep,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,1037,94183,22.26,0.2226,239.28,90.82,0.9082
1/9/2012,12-Sep,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,280,23462,9.47,0.0947,59.61,83.79,0.8379
1/9/2012,12-Sep,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1067,127356,18.62,0.1862,323.56,119.36,1.1936
1/9/2012,12-Sep,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,73,9263,2.16,0.0216,23.53,126.89,1.2689
